id,company,location,industry,total_laid_off,percentage_laid_off,date,stage,stage_group,funds_raised,country,source,date_added,year,month
122,reAlpha,Columbus,Real Estate,,0.25,2026-05-06,Post-IPO,Mature/Exit,229.00,United States,https://markets.businessinsider.com/news/stocks/realpha-reduces-workforce-by-approximately-25-and-consolidates-vendor-spend-targeting-2-million-in-annualized-savings-as-ai-advancements-drive-organizational-efficiency-1036115751,2026-05-10,2026,2026-05
123,PayPal,SF Bay Area,Finance,4760,0.20,2026-05-05,Post-IPO,Mature/Exit,216.00,United States,https://www.wsj.com/business/earnings/paypal-to-cut-costs-after-profit-falls-dc42baf9,2026-05-06,2026,2026-05
124,Coinbase,SF Bay Area,Crypto,700,0.14,2026-05-05,Post-IPO,Mature/Exit,549.00,United States,https://techcrunch.com/2026/05/05/coinbase-to-lay-off-14-of-staff-as-part-of-broader-restructuring/,2026-05-05,2026,2026-05
125,Freshworks,SF Bay Area,Support,500,0.11,2026-05-05,Post-IPO,Mature/Exit,484.00,United States,https://www.reuters.com/business/freshworks-cut-11-jobs-ai-reshapes-software-sector-2026-05-05/,2026-05-06,2026,2026-05
126,0G,SF Bay Area,Crypto,,0.25,2026-05-05,Unknown,Unknown,,United States,https://www.businessinsider.com/0g-labs-layoffs-ai-integration-2026-5,2026-05-07,2026,2026-05
127,Careem,"Dubai, Non-U.S.",Transportation,,,2026-05-05,Acquired,Mature/Exit,771.00,United Arab Emirates,https://en.dailypakistan.com.pk/05-May-2026/careem-layoffs-intensify-after-exit-from-ride-hailing-services-in-pakistan,2026-05-07,2026,2026-05
128,Shopify,"Ottawa, Non-U.S.",Retail,30,,2026-05-04,Post-IPO,Mature/Exit,122.00,Canada,https://thelogic.co/news/exclusive/shopify-layoffs-revenue-operations-restructure/,2026-05-07,2026,2026-05
129,Pentera,Boston,Security,40,0.08,2026-04-27,Series D,Growth,249.00,United States,https://www.calcalistech.com/ctechnews/article/b1ioncnpzl,2026-04-30,2026,2026-04
130,SuperOps,"Chennai, Non-U.S.",Other,60,0.30,2026-04-24,Series C,Growth,54.00,India,https://inc42.com/buzz/superops-lays-off-30-staff-in-ai-led-restructuring-push/,2026-04-30,2026,2026-04
131,Remarkable,"Oslo, Non-U.S.",Hardware,200,,2026-04-22,Unknown,Unknown,104.00,Norway,https://goodereader.com/blog/remarkable-news/remarkable-is-firing-hundreds-of-staff,2026-05-20,2026,2026-04
132,Noa Technologies,SF Bay Area,Other,69,,2026-04-22,Unknown,Unknown,,United States,https://www.bizjournals.com/sanjose/news/2026/04/22/noa-technologies-gbike-layoffs.html,2026-06-19,2026,2026-04
133,Epidemic Sound,"Stockholm, Non-U.S.",Media,150,0.33,2026-04-21,Private Equity,Mature/Exit,509.00,Sweden,https://www.marketscreener.com/news/eqt-backed-epidemic-sound-to-cut-150-jobs-in-ai-pivot-di-ce7f59dad18efe20,2026-05-07,2026,2026-04
134,GeoComply,"Vancouver, Non-U.S.",Security,68,0.15,2026-04-21,Private Equity,Mature/Exit,,United States,https://www.casino.org/news/canadian-gaming-geocomply-workforce-layoffs/,2026-05-11,2026,2026-04
135,Zondacrypto,"Tallinn, Non-U.S.",Crypto,,,2026-04-21,Unknown,Unknown,,Estonia,https://tvpworld.com/92834466/zonadcrypto-staff-report-chaos-and-mass-layoffs,2026-07-13,2026,2026-04
136,Qt Company,"Oslo, Non-U.S.",Product,200,,2026-04-20,Series B,Early,7.00,Norway,https://www.qt.io/releases/release?slug=insider-information-qt-group-launches-operational-reorganization-to-improve-efficiency,2026-06-09,2026,2026-04
137,Acko,"Mumbai, Non-U.S.",Finance,60,0.05,2026-04-20,Unknown,Unknown,143.00,India,https://inc42.com/buzz/acko-cuts-5-workforce-in-pre-ipo-restructuring/,2026-04-20,2026,2026-04
138,Sama,"Nairobi, Non-U.S.",AI,1108,,2026-04-16,Series B,Early,85.00,Kenya,https://thekenyatimes.com/latest-kenya-times-news/nairobi-based-data-firm-announces-lay-off-of-1108-employees/,2026-05-15,2026,2026-04
139,Shutterfly,"Haifa, Non-U.S.",Manufacturing,80,,2026-04-16,Post-IPO,Mature/Exit,50.00,United States,https://www.calcalistech.com/ctechnews/article/rkx2avanzg,2026-04-17,2026,2026-04
140,Quora,SF Bay Area,Consumer,,,2026-04-16,Series D,Growth,226.00,United States,https://quorablog.quora.com/Update?ch=10&oid=246876762&share=572b9cd0&srid=57WTZa&target_type=post,2026-04-20,2026,2026-04
141,Snap,Los Angeles,Consumer,1000,0.16,2026-04-15,Post-IPO,Mature/Exit,4900.00,United States,https://www.cnbc.com/2026/04/15/snap-stock-layoffs-16-percent-workforce.html,2026-04-15,2026,2026-04
142,UKG,Boston,HR,950,,2026-04-15,Unknown,Unknown,,United States,https://www.sun-sentinel.com/2026/04/16/ukg-formerly-ultimate-software-lays-off-950-employees-many-from-south-florida-offices/,2026-04-17,2026,2026-04
143,Taboola,New York City,Marketing,100,0.05,2026-04-15,Post-IPO,Mature/Exit,445.00,United States,https://www.calcalistech.com/ctechnews/article/hku03an3bg,2026-05-05,2026,2026-04
144,Swyftx,"Brisbane, Non-U.S.",Crypto,37,0.15,2026-04-15,Unknown,Unknown,,Australia,https://finance.yahoo.com/markets/crypto/articles/major-crypto-firm-replaces-ceo-233517857.html,2026-05-21,2026,2026-04
145,Nayax,"Tel Aviv, Non-U.S.",Finance,32,0.03,2026-04-15,Post-IPO,Mature/Exit,245.00,Israel,https://www.calcalistech.com/ctechnews/article/h1edoi6nbl,2026-05-05,2026,2026-04
146,Productboard,SF Bay Area,Product,,0.30,2026-04-15,Series D,Growth,,United States,https://www.linkedin.com/pulse/productboard-going-ai-only-heres-what-means-hubert-palan-h1ozc/?trackingId=xrFN60pCTAaxJwMPkmzg1Q%3D%3D,2026-04-16,2026,2026-04
147,GoCardless,"London, Non-U.S.",Finance,90,,2026-04-14,Series G,Late,529.00,United Kingdom,https://www.cityam.com/gocardless-to-axe-90-jobs-as-uk-fintech-eyes-profitability/,2026-04-30,2026,2026-04
148,Eventbrite,SF Bay Area,Consumer,,,2026-04-13,Acquired,Mature/Exit,290.00,United States,https://www.reuters.com/technology/bending-spoons-cuts-eventbrite-staff-rolls-out-product-changes-after-takeover-2026-04-13/,2026-04-17,2026,2026-04
149,StarkWare,"Tel Aviv, Non-U.S.",Crypto,,,2026-04-13,Series D,Growth,273.00,Israel,https://www.calcalistech.com/ctechnews/article/sy7u2uq3wx,2026-04-17,2026,2026-04
150,Esh Group,"Tel Aviv, Non-U.S.",Finance,,,2026-04-12,Acquired,Mature/Exit,,Israel,https://www.calcalistech.com/ctechnews/article/rjyjkbf2zl,2026-05-05,2026,2026-04
151,Life360,SF Bay Area,Consumer,,,2026-04-10,Post-IPO,Mature/Exit,158.00,United States,https://www.9news.com.au/national/life360-culls-jobs-in-restructure-to-ainative-company/17cc5c9f-d081-44fc-95e2-970e4f36a89b,2026-04-30,2026,2026-04
152,Qualcomm,San Diego,Hardware,104,,2026-04-09,Post-IPO,Mature/Exit,,United States,https://www.sandiegouniontribune.com/2026/04/09/qualcomm-lays-off-dozens-of-senior-positions-in-san-diego/,2026-06-09,2026,2026-04
153,Cars.com,Chicago,Transportation,,0.11,2026-04-09,Acquired,Mature/Exit,,United States,https://www.marketwatch.com/story/cars-com-to-lay-off-11-of-full-time-workforce-amid-ai-push-update-bb0c9f35,2026-04-17,2026,2026-04
154,Pepper Pay,Miami,Finance,,1.00,2026-04-09,Unknown,Unknown,,United States,https://www.americanbanker.com/news/payments-fintech-pepper-pay-declares-bankruptcy,2026-04-17,2026,2026-04
155,IAC,New York City,Consumer,77,0.02,2026-04-08,Post-IPO,Mature/Exit,,United States,https://variety.com/2026/digital/news/barry-diller-iac-name-people-incorporated-layoffs-1236732057/,2026-05-07,2026,2026-04
156,GoPro,SF Bay Area,Consumer,145,0.23,2026-04-07,Post-IPO,Mature/Exit,288.00,United States,https://www.wsj.com/business/gopro-to-eliminate-23-of-workforce-in-cost-cutting-move-ca5ba06b,2026-04-08,2026,2026-04
157,Pendo,Raleigh,Product,90,0.10,2026-04-07,Series F,Late,469.00,United States,https://www.axios.com/local/raleigh/2026/04/07/raleigh-software-unicorn-pendo-layoffs-jobs,2026-04-08,2026,2026-04
158,Bolt,SF Bay Area,Finance,,0.33,2026-04-05,Series E,Growth,1300.00,United States,https://www.pymnts.com/digital-payments/2026/bolt-cuts-third-of-staff-amid-new-ai-focus/,2026-04-07,2026,2026-04
159,Welltech,"Limassol, Non-U.S.",Fitness,225,0.30,2026-04-03,Unknown,Unknown,,Cyprus,https://dev.ua/en/news/potentsiini-zvilnennia-u-welltech-1775220022,2026-05-07,2026,2026-04
160,NeuroPixel.AI,"Bengaluru, Non-U.S.",Retail,,1.00,2026-04-03,Seed,Early,1.00,India,https://entrackr.com/news/flipkart-backed-neuropixelai-shuts-operations-amid-financial-strain-11448982,2026-04-07,2026,2026-04
161,Vimeo,New York City,Consumer,,,2026-04-03,Post-IPO,Mature/Exit,450.00,United States,https://hoodline.com/2026/04/vimeo-axes-quarter-of-midtown-staff-after-billion-dollar-takeover/,2026-04-04,2026,2026-04
162,Meta,SF Bay Area,Consumer,200,,2026-04-02,Post-IPO,Mature/Exit,26000.00,United States,https://www.sfchronicle.com/tech/article/meta-layoffs-silicon-valley-22186184.php,2026-04-07,2026,2026-04
163,MARA,Miami,Crypto,,0.15,2026-04-02,Post-IPO,Mature/Exit,4100.00,United States,https://blockspace.media/insight/bitcoin-miner-mara-conducts-company-wide-layoffs/,2026-05-10,2026,2026-04
164,Sonos,Santa Barbara,Consumer,,,2026-04-01,Post-IPO,Mature/Exit,455.20,United States,https://www.bloomberg.com/news/articles/2026-04-01/sonos-makes-marketing-cuts-as-new-cmo-reshapes-division,2026-04-07,2026,2026-04
165,Monzo,"London, Non-U.S.",Finance,50,,2026-03-31,Series F,Late,324.00,United Kingdom,https://www.bloomberg.com/news/articles/2026-03-31/fintech-monzo-shutting-down-us-operations-to-focus-on-uk-europe,2026-03-31,2026,2026-03
166,Covrzy,"Bengaluru, Non-U.S.",Finance,,1.00,2026-03-31,Seed,Early,,India,https://inc42.com/buzz/antler-backed-covrzy-shuts-down-due-to-cash-crunch/,2026-04-04,2026,2026-03
167,Rec Room,Seattle,Consumer,,1.00,2026-03-31,Series F,Late,294.00,United States,https://techcrunch.com/2026/03/31/social-gaming-platform-rec-room-once-valued-at-3-5b-is-shutting-down/,2026-04-01,2026,2026-03
168,Yupp,SF Bay Area,AI,,1.00,2026-03-31,Seed,Early,33.00,United States,https://techcrunch.com/2026/03/31/yupp-ai-shuts-down-33m-a16z-crypto-chris-dixon/,2026-04-01,2026,2026-03
169,Enpal,"Berlin, Non-U.S.",Energy,100,,2026-03-27,Series E,Growth,3500.00,Germany,https://www.businessinsider.de/gruenderszene/business/enpal-alle-zugaenge-kurz-nach-bekanntgabe-gesperrt-fast-100-mitarbeiter-entlassen/,2026-03-31,2026,2026-03
170,Monte Carlo,SF Bay Area,Data,,0.30,2026-03-26,Series D,Growth,236.00,United States,https://www.linkedin.com/feed/update/urn:li:activity:7442678720647184385/,2026-03-31,2026,2026-03
171,Quandoo,"Berlin, Non-U.S.",Food,,1.00,2026-03-26,Acquired,Mature/Exit,39.00,Germany,https://finance.yahoo.com/markets/stocks/articles/quandoo-shut-restaurant-booking-platform-112913577.html,2026-04-17,2026,2026-03
172,Meta,SF Bay Area,Consumer,700,0.01,2026-03-25,Post-IPO,Mature/Exit,26000.00,United States,https://www.nytimes.com/2026/03/25/technology/meta-layoffs-ai-executives.html?unlocked_article_code=1.V1A.GoAa.Bb73ytbBTorE,2026-03-25,2026,2026-03
173,Epic Games,Raleigh,Consumer,1000,,2026-03-24,Unknown,Unknown,6400.00,United States,https://www.epicgames.com/site/en-US/news/todays-layoffs,2026-03-24,2026,2026-03
174,Zendesk,SF Bay Area,Support,100,,2026-03-24,Acquired,Mature/Exit,85.00,United States,Internal memo,2026-03-31,2026,2026-03
175,OpenText,"Waterloo, Non-U.S.",Data,,,2026-03-24,Post-IPO,Mature/Exit,1100.00,Canada,https://betakit.com/opentext-employees-report-job-cuts-tied-to-apparent-restructuring/,2026-03-25,2026,2026-03
176,Spotify,"Stockholm, Non-U.S.",Media,15,,2026-03-23,Post-IPO,Mature/Exit,2100.00,Sweden,https://variety.com/2026/digital/news/spotify-podcast-layoffs-the-ringer-spotify-studios-1236697019/,2026-03-25,2026,2026-03
177,Gemini,New York City,Crypto,,0.30,2026-03-20,Unknown,Unknown,423.00,United States,https://www.bloomberg.com/news/articles/2026-03-19/winklevosses-says-jobs-cuts-at-gemini-exchange-reach-30?embedded-checkout=true,2026-03-22,2026,2026-03
178,Snowflake,SF Bay Area,Data,70,,2026-03-19,Post-IPO,Mature/Exit,2900.00,United States,https://www.businessinsider.com/snowflake-layoffs-strategy-ai-growth-2026-3,2026-03-24,2026,2026-03
179,Crypto.com,"Singapore, Non-U.S.",Crypto,,0.12,2026-03-19,Unknown,Unknown,,Singapore,https://www.cnbc.com/2026/03/19/crypto-com-layoffs-12percent-ai-job-loss.html,2026-03-22,2026,2026-03
180,Algorand Foundation,"Singapore, Non-U.S.",Crypto,,0.25,2026-03-18,Unknown,Unknown,,Singapore,https://x.com/AlgoFoundation/status/2034298850878652616,2026-07-06,2026,2026-03
181,FranShares,Chicago,Finance,,1.00,2026-03-17,Seed,Early,6.00,United States,https://www.bizjournals.com/chicago/news/2026/03/17/franshares-chicago-startup-shuts-down.html,2026-03-22,2026,2026-03
182,Dell,Austin,Hardware,11000,0.10,2026-03-16,Post-IPO,Mature/Exit,,United States,https://www.reuters.com/business/world-at-work/dell-workforce-drops-10-fiscal-2026-filing-shows-2026-03-16/,2026-04-22,2026,2026-03
183,Stone,"Sao Paulo, Non-U.S.",Finance,400,0.03,2026-03-13,Post-IPO,Mature/Exit,521.00,Brazil,https://jovempan.com.br/noticias/economia/stone-faz-demissao-em-massa-e-desliga-cerca-de-400-funcionarios.html,2026-03-17,2026,2026-03
184,Loopio,"Toronto, Non-U.S.",Sales,36,0.12,2026-03-13,Private Equity,Mature/Exit,263.00,Canada,https://betakit.com/citing-market-conditions-loopio-cuts-12-percent-of-staff/,2026-05-10,2026,2026-03
185,Digg,New York City,Consumer,,,2026-03-13,Acquired,Mature/Exit,49.00,United States,https://techcrunch.com/2026/03/13/digg-lays-off-staff-and-shuts-down-app-as-company-retools/,2026-03-13,2026,2026-03
186,OP Labs,New York City,Crypto,20,,2026-03-12,Unknown,Unknown,,United States,https://www.cryptotimes.io/2026/03/12/op-labs-lays-off-employees/,2026-07-13,2026,2026-03
187,Atlassian,"Sydney, Non-U.S.",Other,1600,0.10,2026-03-11,Post-IPO,Mature/Exit,210.00,Australia,https://au.finance.yahoo.com/news/atlassian-lay-off-1-600-212610757.html?guccounter=1,2026-03-11,2026,2026-03
188,InvestCloud,Los Angeles,Finance,150,,2026-03-10,Private Equity,Mature/Exit,54.00,United States,https://citywire.com/ria/news/investcloud-lays-off-150-sources/a2485606,2026-03-17,2026,2026-03
189,Flipkart,"Bengaluru, Non-U.S.",Retail,500,,2026-03-06,Acquired,Mature/Exit,12900.00,India,https://inc42.com/buzz/flipkart-lays-off-about-500-employees-post-annual-performance-review/,2026-03-07,2026,2026-03
190,SSense,"Montreal, Non-U.S.",Retail,215,,2026-03-05,Series A,Early,,Canada,https://betakit.com/ssense-cut-more-than-200-jobs-days-after-founders-won-bid-to-buy-back-company/,2026-03-07,2026,2026-03
191,Marketsource,Atlanta,Sales,57,0.11,2026-03-05,Unknown,Unknown,,United States,https://www.bizjournals.com/atlanta/news/2026/03/05/sales-accelerator-to-lay-off-dozens.html,2026-06-09,2026,2026-03
192,Supernal,Los Angeles,Transportation,296,0.80,2026-03-04,Unknown,Unknown,,United States,https://www.latimes.com/business/story/2026-03-04/irvine-startup-lays-off-close-to-300-employees,2026-03-07,2026,2026-03
193,Envato,"Melbourne, Non-U.S.",Marketing,200,0.30,2026-03-04,Unknown,Unknown,,Australia,https://www.startupdaily.net/advice/business-strategy/shutterstock-owned-envato-is-slashing-its-workforce/,2026-03-07,2026,2026-03
194,Amazon,Seattle,Retail,100,,2026-03-04,Post-IPO,Mature/Exit,8100.00,United States,https://finance.yahoo.com/news/amazon-cuts-more-jobs-time-212928090.html,2026-03-17,2026,2026-03
195,At-Bay,"Tel Aviv, Non-U.S.",Security,25,,2026-03-04,Unknown,Unknown,296.00,United States,https://www.calcalistech.com/ctechnews/article/bye11uubkwe,2026-03-07,2026,2026-03
196,MicroVision,Seattle,Other,49,,2026-03-03,Post-IPO,Mature/Exit,415.00,United States,https://www.bizjournals.com/seattle/news/2026/03/03/microvision-lidar-redmond-layoffs-warn-cars.html,2026-03-07,2026,2026-03
197,Verint Systems,New York City,Security,,,2026-03-02,Acquired,Mature/Exit,213.00,United States,https://www.calcalistech.com/ctechnews/article/rjpmvvqf11l,2026-03-07,2026,2026-03
198,Zap Africa,"Lagos, Non-U.S.",Finance,,0.44,2026-02-28,Seed,Early,,Nigeria,https://techcabal.com/2026/02/28/zap-africa-layoffs/,2026-03-03,2026,2026-02
199,Block,SF Bay Area,Finance,4000,0.40,2026-02-26,Post-IPO,Mature/Exit,150.00,United States,https://www.cnbc.com/2026/02/26/block-laying-off-about-4000-employees-nearly-half-of-its-workforce.html,2026-02-26,2026,2026-02
200,Ocado,"London, Non-U.S.",Food,1000,0.05,2026-02-26,Post-IPO,Mature/Exit,2000.00,United Kingdom,https://www.theguardian.com/business/2026/feb/26/ocado-to-cut-1000-jobs-in-150m-cost-cutting-drive,2026-03-03,2026,2026-02
201,eBay,SF Bay Area,Retail,800,0.06,2026-02-26,Post-IPO,Mature/Exit,1200.00,Israel,https://www.cnbc.com/2026/02/26/ebay-layoffs-800-workforce.html,2026-02-26,2026,2026-02
202,C3.ai,SF Bay Area,AI,280,0.26,2026-02-25,Series F,Late,228.00,United States,https://www.morningstar.com/stocks/xnys/ai/earnings-transcript,2026-02-26,2026,2026-02
203,Deliveroo,"London, Non-U.S.",Food,187,,2026-02-25,Post-IPO,Mature/Exit,1700.00,United Kingdom,https://in.investing.com/news/company-news/doordash-closes-deliveroo-operations-in-qatar-and-singapore-93CH-5256077,2026-03-17,2026,2026-02
204,WiseTech,"Sydney, Non-U.S.",Logistics,2000,0.30,2026-02-24,Post-IPO,Mature/Exit,3000.00,Australia,https://www.bloomberg.com/news/articles/2026-02-24/wisetech-to-cut-2-000-jobs-as-ai-ends-era-of-manual-coding,2026-02-25,2026,2026-02
205,TrueCar,Los Angeles,Transportation,100,0.30,2026-02-24,Post-IPO,Mature/Exit,340.00,United States,https://aimgroup.com/2026/02/24/truecar-cuts-30-of-staff/,2026-02-25,2026,2026-02
206,DraftKings,Boston,Consumer,,,2026-02-24,Post-IPO,Mature/Exit,719.00,United States,https://next.io/news/people/draftkings-reduces-workforce-company-embraces-ai/,2026-02-25,2026,2026-02
207,Livspace,"Bengaluru, Non-U.S.",Consumer,1000,0.12,2026-02-20,Series F,Late,482.00,India,https://inc42.com/buzz/livspace-fires-1000-employees-cofounder-quits/,2026-02-22,2026,2026-02
208,Lucid Motors,SF Bay Area,Transportation,,0.12,2026-02-20,Post-IPO,Mature/Exit,8300.00,United States,https://techcrunch.com/2026/02/20/lucid-motors-slashes-12-of-its-workforce-as-it-seeks-profitability/,2026-02-22,2026,2026-02
209,Codecademy,New York City,Education,,,2026-02-19,Acquired,Mature/Exit,87.00,United States,https://www.edtechinnovationhub.com/news/skillsoft-lays-off-entire-codecademy-curriculum-team-senior-leader-confirms,2026-03-17,2026,2026-02
210,Xero,"Wellington, Non-U.S.",Finance,250,,2026-02-18,Post-IPO,Mature/Exit,681.00,New Zealand,https://businessdesk.co.nz/article/markets/xero-restructures-with-250-jobs-on-the-line,2026-06-10,2026,2026-02
211,Cyberark,Boston,Security,500,0.12,2026-02-17,Acquired,Mature/Exit,1700.00,United States,https://www.calcalistech.com/ctechnews/article/hy707511ube,2026-02-18,2026,2026-02
212,Huawei,"Tel Aviv, Non-U.S.",Hardware,50,,2026-02-15,Unknown,Unknown,,Israel,https://www.calcalistech.com/ctechnews/article/bkmmdojuwx,2026-02-18,2026,2026-02
213,Axonius,New York City,Security,40,0.04,2026-02-15,Series E,Growth,865.00,United States,https://www.calcalistech.com/ctechnews/article/s1xchi1oze,2026-02-18,2026,2026-02
214,Firebolt,"Tel Aviv, Non-U.S.",Data,,,2026-02-15,Series C,Growth,264.00,Israel,https://www.calcalistech.com/ctechnews/article/r1cj0csuwl,2026-03-07,2026,2026-02
215,Clari,SF Bay Area,Sales,76,,2026-02-12,Acquired,Mature/Exit,496.00,United States,https://www.bizjournals.com/sanjose/news/2026/02/12/clari-salesloft-merger-ai-investments-layoffs.html,2026-02-18,2026,2026-02
216,Glossier,New York City,Retail,50,0.33,2026-02-11,Series E,Growth,266.00,United States,https://www.businessoffashion.com/news/cosmetics/glossier-layoffs-2026/,2026-02-13,2026,2026-02
217,Dayforce,"Toronto, Non-U.S.",HR,,0.05,2026-02-11,Post-IPO,Mature/Exit,40.00,Canada,Internal memo,2026-02-18,2026,2026-02
218,Fi.Money,"Bengaluru, Non-U.S.",Finance,,0.40,2026-02-10,Series C,Growth,,India,https://www.moneycontrol.com/technology/neobanking-fintech-fimoney-pivots-to-b2b-lays-off-staff-in-consumer-business-article-13822324.html#goog_rewarded,2026-03-17,2026,2026-02
219,Salesforce,SF Bay Area,Sales,,,2026-02-09,Post-IPO,Mature/Exit,65.00,United States,https://www.businessinsider.com/salesforce-cuts-jobs-executive-changes-2026-2,2026-02-11,2026,2026-02
220,Workday,SF Bay Area,HR,400,0.02,2026-02-04,Post-IPO,Mature/Exit,230.00,United States,https://www.bloomberg.com/news/articles/2026-02-04/workday-to-cut-about-400-employees-focused-on-customer-support,2026-02-05,2026,2026-02
221,Rewire,"Tel Aviv, Non-U.S.",Finance,110,,2026-02-04,Acquired,Mature/Exit,57.00,Israel,https://www.calcalistech.com/ctechnews/article/bkxy2fwv11g,2026-02-18,2026,2026-02
222,Smartsheet,Seattle,Other,,,2026-02-04,Post-IPO,Mature/Exit,152.00,United States,https://www.geekwire.com/2026/smartsheet-layoffs-enterprise-software-giant-cuts-staff/,2026-02-07,2026,2026-02
